LOCATION
INFN-ROMA3_PRODDISK
NDGF-T1_PHYS-SM
CERN-PROD_DAQ
UNI-FREIBURG_SCRATCHDISK
LIP-LISBON_HOTDISK
PRAGUELCG2_SCRATCHDISK
UKI-SOUTHGRID-BHAM-HEP_HOTDISK
MWT2_UC_PRODDISK
CSTCDIE_PRODDISK
TECHNION-HEP_DATADISK
UKI-SOUTHGRID-RALPP_SCRATCHDISK
INFN-ROMA1_CALIBDISK
GOEGRID_HOTDISK
INFN-T1_SOFT-TEST
GRIF-LPNHE_DATADISK
CERN-PROD_LOCALGROUPDISK
NO-NORGRID-T2_LOCALGROUPDISK
SE-SNIC-T2_STHLM_LOCALGROUPDISK
IL-TAU-HEP_HOTDISK
INFN-ROMA3_HOTDISK
ILLINOISHEP_USERDISK
ILLINOISHEP_DATADISK
GRIF-LPNHE_PRODDISK
RAL-LCG2_DATATAPE
GOEGRID_PHYS-EXOTICS
RU-MOSCOW-FIAN-LCG2_DATADISK
DESY-HH_PHYS-SUSY
TOKYO-LCG2_LOCALGROUPDISK
UKI-NORTHGRID-LANCS-HEP_PRODDISK
UKI-NORTHGRID-SHEF-HEP_DATADISK
TRIUMF-LCG2_DATATAPE
GRIF-LAL_PHYS-SUSY
IFIC-LCG2_PHYS-EXOTICS
TOKYO-LCG2_PHYS-SUSY
IFIC-LCG2_PHYS-SUSY
FZK-LCG2_PERF-IDTRACKING
NCG-INGRID-PT_PERF-JETS
TRIUMF-LCG2_PERF-JETS
DESY-ZN_PHYS-BEAUTY
DESY-HH_PHYS-SM
TOKYO-LCG2_PERF-MUONS
TOKYO-LCG2_PHYS-EXOTICS
NDGF-T1_PHYS-TOP
LRZ-LMU_PHYS-SM
NDGF-T1_PHYS-BEAUTY
UNI-FREIBURG_PHYS-HIGGS
UAM-LCG2_PHYS-HIGGS
GRIF-IRFU_PHYS-TOP
IFAE_PHYS-TOP
FZK-LCG2_DATATAPE
GRIF-LAL_DATADISK
PIC_DATADISK
SMU_LOCALGROUPDISK
CA-SCINET-T2_HOTDISK
CA-SCINET-T2_DATADISK
CA-SCINET-T2_LOCALGROUPDISK
CA-SCINET-T2_PRODDISK
CA-SCINET-T2_SCRATCHDISK
SLACXRD_PHYS-BEAUTY
LIP-COIMBRA_LOCALGROUPDISK
WEIZMANN-LCG2_DATADISK
UKI-SCOTGRID-DURHAM_HOTDISK
SLACXRD_DATADISK
IN2P3-LPSC_SOFT-TEST
FZK-LCG2_DATADISK
UKI-LT2-UCL-HEP_SCRATCHDISK
UKI-LT2-UCL-HEP_LOCALGROUPDISK
SWT2_CPB_SCRATCHDISK
MPPMU_PERF-JETS
MPPMU_DATADISK
BNL-OSG2_SCRATCHDISK
NDGF-T1_HOTDISK
BNL-OSG2_TRIG-DAQ
UKI-SCOTGRID-GLASGOW_PHYS-SM
LIP-COIMBRA_DATADISK
UKI-NORTHGRID-MAN-HEP_HOTDISK
WUPPERTALPROD_PRODDISK
MWT2_UC_USERDISK
MPPMU_LOCALGROUPDISK
TRIUMF-LCG2_LOCALGROUPDISK
NDGF-T1_DATATAPE
UKI-LT2-QMUL_PERF-JETS
NIKHEF-ELPROD_PERF-MUONS
BNL-OSG2_PERF-EGAMMA
UKI-NORTHGRID-LIV-HEP_PHYS-SUSY
UKI-SCOTGRID-GLASGOW_PERF-IDTRACKING
NIKHEF-ELPROD_PHYS-SUSY
NIKHEF-ELPROD_PERF-IDTRACKING
JINR-LCG2_PHYS-SM
NIKHEF-ELPROD_PHYS-SM
UKI-NORTHGRID-LIV-HEP_PERF-EGAMMA
RU-PROTVINO-IHEP_PERF-JETS
BNL-OSG2_PHYS-SM
BNL-OSG2_PERF-MUONS
TAIWAN-LCG2_PHYS-SM
UKI-SOUTHGRID-OX-HEP_PHYS-EXOTICS
ILLINOISHEP_HOTDISK
DESY-HH_LOCALGROUPDISK
GRIF-IRFU_DATADISK
TAIWAN-LCG2_DATATAPE
BNL-OSG2_DATADISK
CA-ALBERTA-WESTGRID-T2_LOCALGROUPDISK
SLACXRD_PERF-FLAVTAG
NDGF-T1_PHYS-HIGGS
GRIF-IRFU_LOCALGROUPDISK
RU-MOSCOW-FIAN-LCG2_LOCALGROUPDISK
SWT2_CPB_LOCALGROUPDISK
MPPMU_HOTDISK
RU-MOSCOW-FIAN-LCG2_SCRATCHDISK
SARA-MATRIX_HOTDISK
IN2P3-CC_PHYS-HIGGS
SFU-LCG2_DATADISK
UAM-LCG2_DATADISK
INFN-FRASCATI_PRODDISK
INFN-NAPOLI-ATLAS_PRODDISK
AGLT2_PRODDISK
JINR-LCG2_SCRATCHDISK
INFN-FRASCATI_SCRATCHDISK
LIP-COIMBRA_SOFT-TEST
RO-02-NIPNE_HOTDISK
HEPHY-UIBK_HOTDISK
BEIJING-LCG2_HOTDISK
GRIF-LAL_HOTDISK
CSCS-LCG2_HOTDISK
SFU-LCG2_HOTDISK
IN2P3-LPC_HOTDISK
UKI-SCOTGRID-ECDF_HOTDISK
NIKHEF-ELPROD_HOTDISK
TR-10-ULAKBIM_HOTDISK
SARA-MATRIX_DATADISK
UKI-NORTHGRID-LIV-HEP_PRODDISK
UKI-LT2-RHUL_PRODDISK
UKI-SCOTGRID-DURHAM_PRODDISK
INFN-ROMA1_LOCALGROUPDISK
HEPHY-UIBK_SCRATCHDISK
GOEGRID_SCRATCHDISK
RU-PROTVINO-IHEP_SCRATCHDISK
SARA-MATRIX_SCRATCHDISK
BNL-OSG2_PHYS-HI
GRIF-IRFU_HOTDISK
SLACXRD_HOTDISK
IN2P3-CPPM_HOTDISK
IN2P3-LPSC_HOTDISK
PRAGUELCG2_HOTDISK
UNI-FREIBURG_HOTDISK
UKI-NORTHGRID-MAN-HEP_DATADISK
TAIWAN-LCG2_DATADISK
UKI-SOUTHGRID-RALPP_DATADISK
AGLT2_CALIBDISK
SFU-LCG2_PRODDISK
GOEGRID_PRODDISK
MPPMU_PRODDISK
PRAGUELCG2_PRODDISK
PSNC_PRODDISK
UKI-SCOTGRID-GLASGOW_PPSDATADISK
LIP-LISBON_SCRATCHDISK
NCG-INGRID-PT_DATADISK
IN2P3-CPPM_PERF-FLAVTAG
BEIJING-LCG2_LOCALGROUPDISK
RAL-LCG2_HOTDISK
INFN-T1_HOTDISK
CERN-DPMTEST
INFN-NAPOLI-ATLAS_DATADISK
TRIUMF-LCG2_MCTAPE
IN2P3-LAPP_LOCALGROUPDISK
JINR-LCG2_LOCALGROUPDISK
AGLT2_USERDISK
CERN-PROD_PERF-IDTRACKING
RAL-LCG2_SCRATCHDISK
TRIUMF-LCG2_SCRATCHDISK
RRC-KI_SCRATCHDISK
TECHNION-HEP_SCRATCHDISK
LRZ-LMU_PHYS-SUSY
TRIUMF-LCG2_HOTDISK
SWT2_CPB_HOTDISK
UKI-LT2-RHUL_HOTDISK
SARA-MATRIX_DATATAPE
RU-PROTVINO-IHEP_DATADISK
IFAE_DATADISK
SLACXRD_USERDISK
UAM-LCG2_PRODDISK
RO-02-NIPNE_PRODDISK
UKI-LT2-QMUL_LOCALGROUPDISK
LIP-LISBON_PRODDISK
CERN-PROD_PROJ-SIT
UTA_SWT2_PRODDISK
MWT2_UC_SCRATCHDISK
RU-MOSCOW-FIAN-LCG2_PRODDISK
RU-MOSCOW-FIAN-LCG2_SOFT-TEST
UKI-LT2-UCL-HEP_DATADISK
RU-PNPI_HOTDISK
RU-PROTVINO-IHEP_HOTDISK
TECHNION-HEP_HOTDISK
UKI-SOUTHGRID-OX-HEP_HOTDISK
INFN-NAPOLI-ATLAS_HOTDISK
UKI-SOUTHGRID-CAM-HEP_DATADISK
TAIWAN-LCG2_MCTAPE
PIC_MCTAPE
IN2P3-LPC_PRODDISK
RU-PROTVINO-IHEP_LOCALGROUPDISK
IN2P3-LPC_LOCALGROUPDISK
UKI-NORTHGRID-LANCS-HEP_LOCALGROUPDISK
NCG-INGRID-PT_SCRATCHDISK
GRIF-LPNHE_HOTDISK
MWT2_UC_HOTDISK
PIC_HOTDISK
UKI-NORTHGRID-MAN-HEP_PRODDISK
BNL-OSG2_DATATAPE
RO-02-NIPNE_DATADISK
INFN-FRASCATI_DATADISK
UNI-FREIBURG_PRODDISK
DESY-ZN_PRODDISK
CERN-PROD_SPECIALDISK
CSCS-LCG2_PRODDISK
RU-MOSCOW-SINP-LCG2_LOCALGROUPDISK
AUSTRALIA-ATLAS_SCRATCHDISK
CSCS-LCG2_SCRATCHDISK
WEIZMANN-LCG2_SCRATCHDISK
FZK-LCG2_PERF-EGAMMA
BEIJING-LCG2_PRODDISK
WUPPERTALPROD_DATADISK
UNIGE-DPNC_LOCALGROUPDISK
NET2_DATADISK
WEIZMANN-LCG2_PRODDISK
NDGF-T1_MCTAPE
JINR-LCG2_DATADISK
RRC-KI_DATADISK
CSTCDIE_DATADISK
IFAE_PRODDISK
IN2P3-LPSC_PRODDISK
DESY-HH_ALFA
GOEGRID_LOCALGROUPDISK
UKI-SCOTGRID-GLASGOW_SCRATCHDISK
CERN-PROD_PHYS-EXOTICS
IN2P3-CC_SCRATCHDISK
NET2_SCRATCHDISK
IFIC-LCG2_SCRATCHDISK
INFN-ROMA1_PERF-MUONS
IL-TAU-HEP_PRODDISK
IL-TAU-HEP_DATADISK
IFIC-LCG2_HOTDISK
CERN-PROD_MCTAPE
AGLT2_DATADISK
MWT2_DATADISK
IN2P3-LAPP_HOTDISK
ITEP_PRODDISK
IFAE_LOCALGROUPDISK
UKI-SOUTHGRID-OX-HEP_LOCALGROUPDISK
IN2P3-LPSC_SCRATCHDISK
IN2P3-LPC_SCRATCHDISK
UNIGE-DPNC_TRIG-DAQ
TECHNION-HEP_PRODDISK
CSTCDIE_SOFT-TEST
PRAGUELCG2_PHYS-TOP
PSNC_HOTDISK
WISC_HOTDISK
INFN-FRASCATI_SOFT-TEST
INFN-NAPOLI-ATLAS_SCRATCHDISK
FZK-LCG2_MCTAPE
RAL-LCG2_MCTAPE
SARA-MATRIX_MCTAPE
IN2P3-CC_MCTAPE
IN2P3-CPPM_DATADISK
IN2P3-LAPP_PRODDISK
RU-PROTVINO-IHEP_PRODDISK
UKI-SCOTGRID-GLASGOW_PRODDISK
IN2P3-LPSC_LOCALGROUPDISK
RO-07-NIPNE_SCRATCHDISK
BEIJING-LCG2_SCRATCHDISK
ITEP_SCRATCHDISK
UKI-SOUTHGRID-CAM-HEP_SOFT-TEST
LIP-COIMBRA_HOTDISK
UKI-NORTHGRID-LANCS-HEP_DATADISK
GRIF-IRFU_SCRATCHDISK
DESY-HH_HOTDISK
UTA_SWT2_DATADISK
DESY-HH_PRODDISK
UKI-SOUTHGRID-BHAM-HEP_DATADISK
UKI-SOUTHGRID-OX-HEP_PRODDISK
WISC_LOCALGROUPDISK
NIKHEF-ELPROD_PRODDISK
DESY-ZN_SCRATCHDISK
CERN-PROD_DET-MUON
WUPPERTALPROD_HOTDISK
IFAE_HOTDISK
UKI-SOUTHGRID-CAM-HEP_HOTDISK
UKI-NORTHGRID-LIV-HEP_HOTDISK
CYFRONET-LCG2_PRODDISK
UKI-LT2-BRUNEL_DATADISK
UKI-SCOTGRID-ECDF_PRODDISK
WUPPERTALPROD_LOCALGROUPDISK
CERN-PROD_PHYS-HIGGS
CSTCDIE_SCRATCHDISK
IFAE_SCRATCHDISK
UKI-LT2-RHUL_SCRATCHDISK
UKI-SOUTHGRID-CAM-HEP_SCRATCHDISK
LIP-COIMBRA_SCRATCHDISK
BNL-OSG2_HOTDISK
INFN-MILANO-ATLASC_PERF-EGAMMA
CSCS-LCG2_DATADISK
BNL-OSG2_MCTAPE
DESY-ZN_DATADISK
UKI-SCOTGRID-DURHAM_DATADISK
INFN-NAPOLI-ATLAS_CALIBDISK
GRIF-LAL_PRODDISK
CERN-PROD_PHYS-SUSY
FZK-LCG2_SCRATCHDISK
UKI-LT2-RHUL_LOCALGROUPDISK
INFN-MILANO-ATLASC_DATADISK
UKI-LT2-QMUL_DATADISK
CERN-PROD_PERF-EGAMMA
IN2P3-CPPM_LOCALGROUPDISK
PSNC_DATADISK
RO-07-NIPNE_HOTDISK
IN2P3-LPSC_DATADISK
WISC_DATADISK
CERN-PROD_PERF-FLAVTAG
UNI-SIEGEN-HEP_PRODDISK
AGLT2_SCRATCHDISK
UKI-LT2-QMUL_SCRATCHDISK
UKI-LT2-UCL-HEP_PRODDISK
AGLT2_HOTDISK
LRZ-LMU_HOTDISK
NET2_HOTDISK
NIKHEF-ELPROD_SCRATCHDISK
RO-07-NIPNE_DATADISK
INFN-TRIESTE_SCRATCHDISK
IN2P3-CC_DATATAPE
INFN-ROMA1_SCRATCHDISK
DESY-HH_DATADISK
GOEGRID_DATADISK
RU-PNPI_DATADISK
LRZ-LMU_CALIBDISK
CERN-PROD_TZERO
UKI-NORTHGRID-LIV-HEP_LOCALGROUPDISK
IN2P3-CC_LOCALGROUPDISK
CERN-PROD_PPSDATADISK
UAM-LCG2_LOCALGROUPDISK
CERN-PROD_PHYS-TOP
CERN-PROD_PERF-JETS
GRIF-LPNHE_SCRATCHDISK
TOKYO-LCG2_SCRATCHDISK
IN2P3-CPPM_SCRATCHDISK
NDGF-T1_SCRATCHDISK
EELA-UTFSM_PRODDISK
CSTCDIE_HOTDISK
UKI-NORTHGRID-LANCS-HEP_HOTDISK
INFN-FRASCATI_HOTDISK
SFU-LCG2_PHYS-SM
CERN-PROD_TRIG-DAQ
UNI-FREIBURG_LOCALGROUPDISK
UKI-NORTHGRID-MAN-HEP_SCRATCHDISK
RU-PNPI_LOCALGROUPDISK
CYFRONET-LCG2_PHYS-HI
CERN-PROD_DATATAPE
UKI-NORTHGRID-SHEF-HEP_LOCALGROUPDISK
NIKHEF-ELPROD_PHYS-TOP
IN2P3-CPPM_PRODDISK
INFN-MILANO-ATLASC_SCRATCHDISK
IFIC-LCG2_DATADISK
SWT2_CPB_PRODDISK
INFN-NAPOLI-ATLAS_LOCALGROUPDISK
VICTORIA-LCG2_LOCALGROUPDISK
PIC_SCRATCHDISK
IN2P3-LAPP_PHYS-SM
CA-SCINET-T2_PHYS-TOP
CA-VICTORIA-WESTGRID-T2_LOCALGROUPDISK
CA-VICTORIA-WESTGRID-T2_DATADISK
CA-VICTORIA-WESTGRID-T2_PRODDISK
CA-VICTORIA-WESTGRID-T2_HOTDISK
CA-VICTORIA-WESTGRID-T2_SCRATCHDISK
UNICPH-NBI_LOCALGROUPDISK
WEIZMANN-LCG2_PHYS-TOP
TECHNION-HEP_PERF-MUONS
BNL-OSG2_PERF-JETS
SLACXRD_SOFT-SIMUL
IL-TAU-HEP_PHYS-SM
NERSC_SCRATCHDISK
NERSC_LOCALGROUPDISK
NERSC_HOTDISK
OU_OCHEP_SWT2_PRODDISK
OU_OCHEP_SWT2_DATADISK
OU_OCHEP_SWT2_USERDISK
OU_OCHEP_SWT2_LOCALGROUPDISK
OU_OCHEP_SWT2_HOTDISK
OU_OCHEP_SWT2_SCRATCHDISK
GOEGRID_DET-INDET
TOKYO-LCG2_DET-MUON
NIKHEF-ELPROD_DET-MUON
INFN-MILANO-ATLASC_PHYS-SM
CYFRONET-LCG2_DATADISK
JINR-LCG2_PRODDISK
TUDRESDEN-ZIH_HOTDISK
RU-MOSCOW-SINP-LCG2_PRODDISK
UKI-NORTHGRID-LANCS-HEP_SCRATCHDISK
IN2P3-CC_PHYS-BEAUTY
UKI-SOUTHGRID-BHAM-HEP_SCRATCHDISK
ITEP_DATADISK
UKI-LT2-QMUL_PRODDISK
SE-SNIC-T2_DATADISK
RRC-KI_HOTDISK
UKI-NORTHGRID-LIV-HEP_SCRATCHDISK
HEPHY-UIBK_PRODDISK
UKI-NORTHGRID-LANCS-HEP_PHYS-BEAUTY
DESY-HH_PERF-TAU
NCG-INGRID-PT_PRODDISK
AUSTRALIA-ATLAS_LOCALGROUPDISK
UNI-FREIBURG_DATADISK
UKI-SOUTHGRID-BHAM-HEP_LOCALGROUPDISK
INFN-MILANO-ATLASC_LOCALGROUPDISK
LIP-LISBON_SOFT-TEST
AUSTRALIA-ATLAS_PRODDISK
LIP-COIMBRA_PRODDISK
UAM-LCG2_HOTDISK
DUKE_LOCALGROUPDISK
LIP-LISBON_DATADISK
GRIF-LAL_LOCALGROUPDISK
ITEP_LOCALGROUPDISK
UKI-LT2-BRUNEL_PRODDISK
UKI-SOUTHGRID-CAM-HEP_PRODDISK
UKI-NORTHGRID-MAN-HEP_LOCALGROUPDISK
SWT2_CPB_DATADISK
UKI-SOUTHGRID-RALPP_PHYS-HIGGS
TR-10-ULAKBIM_SCRATCHDISK
PSNC_SCRATCHDISK
BNL-OSG2_USERDISK
AUSTRALIA-ATLAS_HOTDISK
UKI-SOUTHGRID-CAM-HEP_LOCALGROUPDISK
MWT2_UC_PERF-TAU
CYFRONET-LCG2_LOCALGROUPDISK
IFIC-LCG2_PRODDISK
RO-02-NIPNE_SCRATCHDISK
CYFRONET-LCG2_SCRATCHDISK
UKI-SOUTHGRID-BHAM-HEP_PRODDISK
TOKYO-LCG2_HOTDISK
INFN-MILANO-ATLASC_HOTDISK
UKI-SOUTHGRID-RALPP_HOTDISK
UKI-NORTHGRID-SHEF-HEP_SOFT-TEST
ILLINOISHEP_LOCALGROUPDISK
PRAGUELCG2_LOCALGROUPDISK
RU-PNPI_SOFT-TEST
CERN-PROD_DET-INDET
IN2P3-CC_DATADISK
WUPPERTALPROD_SCRATCHDISK
IFIC-LCG2_LOCALGROUPDISK
UKI-SOUTHGRID-RALPP_LOCALGROUPDISK
UKI-LT2-IC-HEP_DATADISK
UKI-LT2-IC-HEP_PRODDISK
UKI-LT2-IC-HEP_HOTDISK
INFN-GENOVA_LOCALGROUPDISK
INFN-GENOVA_SCRATCHDISK
INFN-GENOVA_HOTDISK
RAL-LCG2_PHYS-BEAUTY
UTD_HOTDISK
UTD_LOCALGROUPDISK
CERN-PROD_DET-TILE
UKI-SCOTGRID-ECDF_LOCALGROUPDISK
RRC-KI_PHYS-EXOTICS
MAIGRID_LOCALGROUPDISK
ZA-WITS-CORE_SCRATCHDISK
PIC_PRODDISK
FZK-LCG2_PRODDISK
SARA-MATRIX_PRODDISK
NDGF-T1_PRODDISK
INFN-GENOVA_PRODDISK
UNIGE-DPNC_SCRATCHDISK
CERN-MOCKTEST
CA-MCGILL-CLUMEQ-T2_DATADISK
CA-MCGILL-CLUMEQ-T2_SOFT-TEST
CA-MCGILL-CLUMEQ-T2_LOCALGROUPDISK
CA-MCGILL-CLUMEQ-T2_SCRATCHDISK
CA-MCGILL-CLUMEQ-T2_HOTDISK
CA-MCGILL-CLUMEQ-T2_PRODDISK
CERN-PROD_DET-IBL
SWT2_CPB_DET-INDET
CA-VICTORIA-WESTGRID-T2_PHYS-EXOTICS
CERN-PROD_HOTDISK
TR-10-ULAKBIM_LOCALGROUPDISK
RO-14-ITIM_DATADISK
ZA-WITS-CORE_LOCALGROUPDISK
ZA-WITS-CORE_HOTDISK
IN2P3-CC_PERF-JETS
TAIWAN-LCG2_PRODDISK
IN2P3-CC_PHYS-SM
GRIF-LPNHE_PERF-EGAMMA
INFN-COSENZA_LOCALGROUPDISK
INFN-COSENZA_HOTDISK
INFN-COSENZA_SCRATCHDISK
SFU-LCG2_PERF-JETS
CERN-PROD_PPSSCRATCHDISK
CERN-PROD_PRODDISK
INFN-NAPOLI-ATLAS_PHYS-HIGGS
INFN-T1_PHYS-SUSY
INFN-ROMA1_PHYS-HIGGS
INFN-T1_PHYS-TOP
ANL-ATLAS-GRIDFTP1
INFN-TRIESTE_HOTDISK
WEIZMANN-LCG2_PHYS-HI
LIP-LISBON_LOCALGROUPDISK
RO-16-UAIC_DATADISK
RO-16-UAIC_SCRATCHDISK
IN2P3-CC_PRODDISK
TRIUMF-LCG2_PRODDISK
INFN-BOLOGNA-T3_LOCALGROUPDISK
INFN-BOLOGNA-T3_PRODDISK
INFN-BOLOGNA-T3_SCRATCHDISK
INFN-BOLOGNA-T3_HOTDISK
PRAGUELCG2_PHYS-HI
MWT2_UC_TRIG-DAQ
SLACXRD_TRIG-DAQ
UNI-BONN_LOCALGROUPDISK
BELLARMINE-T3_SCRATCHDISK
BELLARMINE-T3_PRODDISK
BELLARMINE-T3_USERDISK
BELLARMINE-T3_DATADISK
BELLARMINE-T3_LOCALGROUPDISK
RAL-LCG2_PHYS-EXOTICS
RAL-LCG2_PERF-JETS
FZK-LCG2_PERF-TAU
UKI-NORTHGRID-LIV-HEP_DATADISK
INFN-TRIESTE_LOCALGROUPDISK
NET2_USERDISK
INFN-ROMA1_DATADISK
JINR-LCG2_HOTDISK
HEPHY-UIBK_DATADISK
NET2_PRODDISK
NIKHEF-ELPROD_LOCALGROUPDISK
CERN-PROD_DET-LARG
NDGF-T1_TRIG-DAQ
NET2_PHYS-EXOTICS
TOKYO-LCG2_PRODDISK
TR-10-ULAKBIM_DATADISK
SLACXRD_PHYS-SM
TAIWAN-LCG2_PPSDATADISK
FZK-LCG2_LOCALGROUPDISK
WUPPERTALPROD_PERF-FLAVTAG
RU-MOSCOW-SINP-LCG2_DATADISK
BNL-OSG2_PERF-FLAVTAG
RRC-KI_PRODDISK
SE-SNIC-T2_SOFT-TEST
UKI-LT2-RHUL_DATADISK
DESY-HH_SCRATCHDISK
RAL-LCG2_DATADISK
SLACXRD_PRODDISK
CERN-PROD_DATAPREP
WEIZMANN-LCG2_LOCALGROUPDISK
IL-TAU-HEP_LOCALGROUPDISK
TECHNION-HEP_LOCALGROUPDISK
UAM-LCG2_SCRATCHDISK
UKI-SOUTHGRID-RALPP_PRODDISK
INFN-MILANO-ATLASC_PRODDISK
RO-02-NIPNE_SOFT-TEST
UKI-SCOTGRID-ECDF_DATADISK
UKI-SOUTHGRID-BHAM-HEP_SOFT-TEST
SFU-LCG2_SCRATCHDISK
UKI-SOUTHGRID-OX-HEP_SCRATCHDISK
MPPMU_SCRATCHDISK
CSCS-LCG2_LOCALGROUPDISK
UTA_SWT2_HOTDISK
UKI-NORTHGRID-SHEF-HEP_PRODDISK
IN2P3-CC_PERF-FLAVTAG
MWT2_UC_PERF-JETS
INFN-ROMA1_HOTDISK
UKI-NORTHGRID-SHEF-HEP_SCRATCHDISK
UNI-SIEGEN-HEP_DATADISK
HEPHY-UIBK_LOCALGROUPDISK
TR-10-ULAKBIM_SOFT-TEST
BNL-OSG2_LOCALGROUPDISK
ANL_LOCALGROUPDISK
INFN-FRASCATI_LOCALGROUPDISK
IL-TAU-HEP_SCRATCHDISK
BEIJING-LCG2_SOFT-TEST
UKI-LT2-UCL-HEP_HOTDISK
TAIWAN-LCG2_LOCALGROUPDISK
RO-14-ITIM_PRODDISK
RO-14-ITIM_HOTDISK
UNICPH-NBI_TRIG-DAQ
IFIC-LCG2_CALIBDISK
TAIWAN-LCG2_CALIBDISK
SE-SNIC-T2_LUND_LOCALGROUPDISK
INFN-T1_PRODDISK
UNIBE-LHEP_LOCALGROUPDISK
ZA-UJ_LOCALGROUPDISK
ZA-UJ_SCRATCHDISK
ZA-UJ_HOTDISK
CERN-PROD_DATADISK
DUKE_SCRATCHDISK
CERN-PROD_DET-SLHC
CERN-PROD_SCRATCHDISK
OUHEP_OSG_SCRATCHDISK
OUHEP_OSG_DATADISK
OUHEP_OSG_HOTDISK
OUHEP_OSG_LOCALGROUPDISK
OUHEP_OSG_USERDISK
DUKE_GRIDFTP
CERN-PROD_TMPLOCALGROUPDISK
BNL-OSG2_PRODDISK
TAIWAN-LCG2_PERF-TAU
INFN-PAVIA_PRODDISK
INFN-PAVIA_LOCALGROUPDISK
INFN-PAVIA_SCRATCHDISK
INFN-LECCE_LOCALGROUPDISK
