NBDATASETS	PROJECT	STREAM	PRODSTEP	DATATYPE	PROVENANCE	IDTOGROUP(GROUPID)	MEANNBFILES	MEANFILESIZE	ROUND(SUM(REPLICAS)/COUNT(*))
295	data12_8TeV	physics_Muons	merge	log	GP	/atlas/phys-top/role=production	578	10620077050	1
228	data12_8TeV	physics_Muons	merge	DRAW_ZMUMU	T0	/atlas/role=production	32	90401438794	2
52	data12_8TeV	debugrec_crashed	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	1	2756561	1
233	data12_8TeV	physics_Egamma	merge	DRAW_ZEE	AP	/atlas/role=production	27	42256788546	1
261	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/perf-tau/role=production	45	846262748	1
6	data12_8TeV	physics_EnhancedBias	merge	NTUP_TAU	GP	/atlas/perf-tau/role=production	8	40320777828	1
1038	data12_8TeV	physics_Egamma	merge	NTUP_PHOTON	GP	/atlas/phys-higgs/role=production	6	16200948505	4
66	data12_8TeV	physics_Egamma	merge	NTUP_HSG5GAMZ	GP	/atlas/phys-higgs/role=production	65	12356389192	1
13	data12_8TeV	physics_JetTauEtmiss	recon	AOD	AP	/atlas/role=production	2459	668963464654	1
2	data12_8TeV	physics_Egamma	merge	NTUP_TAUMEDIUM	GP	/atlas/perf-tau/role=production	108	122628845336	1
9	data12_8TeV	physics_EnhancedBias	merge	log	GP	/atlas/trig-hlt/role=production	34	14922273	1
92	data12_8TeV	physics_Egamma	merge	NTUP_FASTMON	T0	/atlas/role=production	14	6981187	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGRATEEF	GP	/atlas/trig-hlt/role=production	1772	387791401	1
6	data12_8TeV	physics_EnhancedBias	merge	HIST_HLTMONL2	GP	/atlas/trig-hlt/role=production	15	137238732	2
216	data12_8TeV	calibration_PixelBeam	merge	TAG	T0	/atlas/role=production	2	140625790	1
66	data12_8TeV	physics_Egamma	merge	NTUP_HSG5WHU	GP	/atlas/phys-higgs/role=production	70	40795699676	1
48	data12_8TeV	physics_Muons	merge	NTUP_L1TGC	GP	/atlas/role=production	1268	42034991377	1
242	data12_8TeV	physics_Muons	merge	DESD_SGLMU	AP	/atlas/role=production	115	570611484780	4
79	data12_8TeV	physics_HadDelayed	recon	DESDM_RPVLL	AP	/atlas/role=production	1400	119959766894	1
1	data12_8TeV	physics_JetTauEtmiss	recon	NTUP_TOPFJET	GP	/atlas/role=production	190	174594777997	1
2	data12_8TeV	physics_L1Calo	merge	log	GP	/atlas/role=production	7	3123109	1
54	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_HECNOISE	GP	/atlas/role=production	1240	19408202	1
1	data12_8TeV	physics_Egamma	merge	NTUP_TOPEL	GP	/atlas/role=production	1131	24107318256	1
252	data12_8TeV	physics_MinBias	merge	DESD_MBIAS	AP	/atlas/role=production	10	56302690726	4
71	data12_8TeV	debugrec_hltacc	merge	NTUP_FASTMON	T0	/atlas/role=production	1	55402	1
4	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ3W	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	75	259680454847	2
1	data12_8TeV	physics_L1Calo	recon	NTUP_TRIGRATEL2	GP	/atlas/role=production	609	131419218	1
2	data12_8TeV	physics_Muons	merge	NTUP_PHOTON	GP	/atlas/phys-susy/role=production	145	145766063606	1
2	data12_8TeV	physics_Egamma	merge	NTUP_SMQCD	GP	/atlas/phys-susy/role=production	142	113215145337	1
2	data12_8TeV	physics_JetCalibDelayed	merge	NTUP_TRIG	T0	/atlas/role=production	10	6278780502	1
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TAU	GP	/atlas/phys-susy/role=production	167	739497888583	1
2	data12_8TeV	physics_EnhancedBias	merge	HIST	GP	/atlas/trig-hlt/role=production	22	3463816297	2
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGCOSTEF	GP	/atlas/trig-hlt/role=production	228	124613911	1
1	data12_8TeV	Zee_1tightPP	recon	AOD	GP	/atlas/trig-hlt/role=production	228	2809787933	1
22	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/det-larg/role=production	55	61524707	1
1	data12_8TeV	physics_L1Calo	recon	NTUP_TRIGCOST	GP	/atlas/role=production	609	5738722405	1
249	data12_8TeV	physics_JetTauEtmiss	recon	HIST	AP	/atlas/role=production	2679	197220648464	1
240	data12_8TeV	physics_Egamma	recon	DESDM_RPVLL	AP	/atlas/role=production	2731	22788356771	1
163	data12_8TeV	physics_IDCosmic	recon	HIST	AP	/atlas/role=production	354	3976858109	1
477	data12_8TeV	express_express	recon	HIST	AP	/atlas/role=production	359	31173210562	1
244	data12_8TeV	physics_Muons	recon	DESDM_RPVLL	AP	/atlas/role=production	2755	158753812298	1
237	data12_8TeV	physics_CosmicMuons	recon	log	AP	/atlas/role=production	369	561381683	1
2	data12_8TeV	physics_ALFA	merge	AOD	T0	/atlas/role=production	149	344521315452	3
2	data12_8TeV	physics_JetTauEtmiss	recon	log	GP	/atlas/det-indet/role=production	3719	5352103193	1
7	data12_8TeV	physics_Muons	recon	AOD	AP	/atlas/role=production	5305	964650102821	1
2	data12_8TeV	physics_ALFA	merge	TAG	T0	/atlas/role=production	3	2163834964	11
3	data12_8TeV	physics_CosmicMuons	recon	TAG	AP	/atlas/role=production	758	24120125	1
4	data12_8TeV	physics_Bphysics	recon	ESD	T0	/atlas/role=production	392	1454350508552	2
1	data12_8TeV	physics_EnhancedBias	merge	RAW	GP	/atlas/role=production	589	605537626048	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGRATEEF	GP	/atlas/role=production	21	2653874	0
753	data12_8TeV	physics_MinBias	merge	HIST	AP	/atlas/role=production	3	290381389	1
1	data12_8TeV	physics_HLTPassthrough	recon	ESD	T0	/atlas/role=production	43	44178836205	2
2	data12_8TeV	physics_L1MinBias	merge	TAG	T0	/atlas/role=production	1	7950309	13
1	data12_8TeV	debugrec_hltacc	merge	AOD	GP	/atlas/role=production	1	2681056	5
2	data12_8TeV	physics_L1MinBias	merge	AOD	T0	/atlas/role=production	1	2133067116	4
4	data12_8TeV	physics_L1MinBias	merge	RAW	T0	/atlas/role=production	134	13598204659	2
1	data12_8TeV	physics_EnhancedBias	recon	log	GP	/atlas/role=production	1736	4452846012	1
40	data12_8TeV	debugrec_hltacc	recon	AOD	AP	/atlas/role=production	1	2410008	1
235	data12_8TeV	physics_CosmicCalo	recon	ESD	AP	/atlas/role=production	557	62612621689	1
1	data12_8TeV	express_express	merge	NTUP_SMWZ	T0	/atlas/role=production	27	25963250670	2
1	data12_8TeV	physics_Standby	merge	ESD	GP	/atlas/role=production	146	1133299380200	1
2	data12_8TeV	physics_ZeroBias	recon	ESD	AP	/atlas/role=production	506	97606739999	1
2	data12_8TeV	physics_IDCosmic	recon	AOD	AP	/atlas/role=production	599	652353129	1
2	data12_8TeV	calibration_ALFACalib	merge	NTUP_MINBIAS	T0	/atlas/role=production	204	412096946707	1
1	data12_8TeV	physics_ZeroBias	recon	TAG	AP	/atlas/role=production	1145	4039516060	1
544	data12_8TeV	physics_JetCalibDelayed	merge	HIST	AP	/atlas/role=production	3	324127933	1
74	data12_8TeV	physics_Egamma	merge	DESD_PHOJET	T0	/atlas/role=production	74	256557098445	4
578	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPMU	GP	/atlas/phys-top/role=production	1	1590554	2
324	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPEJET	GP	/atlas/phys-top/role=production	1	641913	2
74	data12_8TeV	physics_Egamma	merge	DESDM_RPVLL	T0	/atlas/role=production	21	42134922202	5
588	data12_8TeV	physics_Muons	merge	NTUP_2LHSG2	GP	/atlas/phys-higgs/role=production	17	60657254210	3
584	data12_8TeV	physics_Muons	merge	NTUP_SUSYBOOST	GP	/atlas/phys-susy/role=production	56	14318585978	1
363	data12_8TeV	physics_CosmicCalo	merge	TAG	T0	/atlas/role=production	1	7804259	6
191	data12_8TeV	express_express	merge	AOD	T0	/atlas/role=production	21	50850215475	1
174	data12_8TeV	physics_Background	merge	RAW	T0	/atlas/role=production	403	145421467085	2
479	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SUSYSKIM	GP	/atlas/phys-susy/role=production	98	148909757343	3
73	data12_8TeV	physics_Egamma	merge	TAG	T0	/atlas/role=production	6	871711375	11
351	data12_8TeV	physics_Background	merge	HIST	T0	/atlas/role=production	1	99753739	2
87	data12_8TeV	physics_Egamma	merge	RAW	T0	/atlas/role=production	3394	2358820355016	2
104	data12_8TeV	physics_MinBias	merge	RAW	T0	/atlas/role=production	532	338750964494	2
180	data12_8TeV	physics_CosmicCalo	merge	RAW	T0	/atlas/role=production	396	32604360858	2
91	data12_8TeV	calibration_LArCells	daq	RAW	T0	/atlas/role=production	58	38146047880	1
1094	data12_8TeV	physics_Muons	merge	log	GP	/atlas/phys-sm/role=production	49	1703357726	1
2	data12_8TeV	physics_Egamma	merge	NTUP_2LHSG2	GP	/atlas/role=production	25	95232912502	4
1	data12_8TeV	physics_Muons	recon	EVNT_MU	GP	/atlas/phys-higgs/role=production	15	551508	1
82	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_TRACK	T0	/atlas/role=production	28	83634681186	4
91	data12_8TeV	physics_Egamma	merge	NTUP_FASTMON	T0	/atlas/role=production	17	7591979	1
500	data12_8TeV	physics_Standby	merge	AOD	T0	/atlas/role=production	11	15802730922	1
284	data12_8TeV	physics_Muons	merge	NTUP_EMBLLDN	GP	/atlas/phys-higgs/role=production	140	3716689486	1
2376	data12_8TeV	physics_Egamma	merge	log	AP	/atlas/role=production	36	22712208	1
182	data12_8TeV	physics_JetCalibDelayed	recon	AOD	AP	/atlas/role=production	389	79049864930	1
1930	data12_8TeV	physics_Muons	merge	log	AP	/atlas/role=production	49	28720767	1
162	data12_8TeV	debugrec_hltacc	merge	NTUP_SUSYBOOST	GP	/atlas/phys-susy/role=production	1	1237572	1
28	data12_8TeV	physics_L1Muon	recon	ESD	T0	/atlas/role=production	97	33056329085	1
646	data12_8TeV	physics_Egamma	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	89	102603631430	2
88	data12_8TeV	physics_MinBias	recon	ESD	T0	/atlas/role=production	572	648131192491	2
286	data12_8TeV	physics_Muons	recon	AOD_EMBHHUP	GP	/atlas/phys-higgs/role=production	140	6879314384	2
216	data12_8TeV	calibration_PixelBeam	recon	ESD	T0	/atlas/role=production	491	851628008016	1
110	data12_8TeV	debugrec_hltacc	merge	NTUP_TRIG	T0	/atlas/role=production	1	2324336	1
18	data12_8TeV	physics_Muons	recon	log	GP	/atlas/phys-higgs/role=production	372	24625786656	1
252	data12_8TeV	calibration_PixelNoise	daq	RAW	T0	/atlas/role=production	57	6771974521	1
115	data12_8TeV	debugrec_hltrej	recon	ESD	T0	/atlas/role=production	1	1002474067	2
284	data12_8TeV	physics_Muons	merge	NTUP_EMBLHDN	GP	/atlas/phys-higgs/role=production	140	3776080969	2
36	data12_8TeV	debugrec_hltrej	merge	NTUP_SUSYBOOST	GP	/atlas/phys-susy/role=production	1	1490538	1
11	data12_8TeV	debugrec_crashed	merge	NTUP_SUSYBOOST	GP	/atlas/phys-susy/role=production	1	237216	2
12	data12_8TeV	calibration_VdM	merge	TAG	T0	/atlas/role=production	8	1878127366	1
25	data12_8TeV	physics_CosmicMuons	merge	NTUP_TRIG	T0	/atlas/role=production	6	189259531	1
43	data12_8TeV	physics_L1Calo	merge	NTUP_TRIG	T0	/atlas/role=production	3	2281041902	1
27	data12_8TeV	debugrec_crashed	merge	AOD	T0	/atlas/role=production	1	5851523	5
54	data12_8TeV	physics_L1Calo	merge	RAW	T0	/atlas/role=production	111	92856417124	2
13	data12_8TeV	calibration_VdM	recon	ESD	T0	/atlas/role=production	1954	3790186864339	1
2	data12_8TeV	physics_HadDelayed	merge	DESDM_TRACK	AP	/atlas/role=production	21	3031467211	1
557	data12_8TeV	physics_Muons	merge	NTUP_EGAMMA	GP	/atlas/perf-egamma/role=production	1	1322040180	3
220	data12_8TeV	physics_Bphysics	merge	DAOD_UPSIMUMU	GP	/atlas/phys-beauty/role=production	45	105489367128	4
71	data12_8TeV	physics_CosmicCalo	merge	log	GP	/atlas/det-larg/role=production	1	56225464	1
81	data12_8TeV	physics_HadDelayed	recon	HIST	AP	/atlas/role=production	1462	87931080749	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGRATE	GP	/atlas/trig-hlt/role=production	1772	414690255	1
709	data12_8TeV	physics_Egamma	merge	HIST	AP	/atlas/role=production	19	2168004121	1
8	data12_8TeV	calibration_VdM	merge	NTUP_TRIG	T0	/atlas/role=production	54	165881878412	1
244	data12_8TeV	physics_Muons	recon	DRAW_ZMUMU	AP	/atlas/role=production	2754	104678866722	1
4	data12_8TeV	physics_Bphysics	merge	HIST	T0	/atlas/role=production	1	314241471	2
25	data12_8TeV	physics_CosmicMuons	merge	HIST	T0	/atlas/role=production	1	88790529	2
25	data12_8TeV	physics_CosmicMuons	merge	AOD	T0	/atlas/role=production	9	372630520	1
61	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_HSG5ZBB	GP	/atlas/phys-higgs/role=production	61	127024544	1
80	data12_8TeV	physics_HadDelayed	merge	AOD	AP	/atlas/role=production	76	309695956054	0
2	data12_8TeV	physics_HadDelayed	merge	DESDM_RPVLL	AP	/atlas/role=production	39	103929673209	1
1	data12_8TeV	physics_L1Calo	recon	NTUP_TRIGRATEEF	GP	/atlas/role=production	609	128113258	1
1	data12_8TeV	physics_L1Calo	recon	NTUP_TRIGCOSTL2	GP	/atlas/role=production	609	4182462333	1
2	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ3W_mufilter	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	100	367310264272	2
4	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ1W	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	75	199745077803	2
2	data12_8TeV	physics_Background	recon	log	GP	/atlas/det-indet/role=production	203	362333114	1
2	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ0W_mufilter	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	100	207349276381	1
238	data12_8TeV	physics_Egamma	merge	DESDM_EGAMMA	AP	/atlas/role=production	28	105101425777	4
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_PHOTON	GP	/atlas/phys-susy/role=production	167	250937182153	2
2	data12_8TeV	physics_Muons	merge	NTUP_TOP	GP	/atlas/phys-susy/role=production	145	208507977723	1
2	data12_8TeV	physics_EnhancedBias	recon	HIST	GP	/atlas/trig-hlt/role=production	1273	102961169429	1
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGRATEEF	GP	/atlas/trig-hlt/role=production	228	49220170	1
2	data12_8TeV	physics_EnhancedBias	merge	NTUP_TRIG	GP	/atlas/trig-daq/role=production	35	21651275353	1
2	data12_8TeV	physics_JetCalibDelayed	merge	AOD	T0	/atlas/role=production	17	44286320348	3
1	data12_8TeV	Zee_1tightPP	recon	HIST_HLTMONEF	GP	/atlas/trig-hlt/role=production	228	1040599503	1
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGCOST	GP	/atlas/trig-hlt/role=production	228	246755689	1
32	data12_8TeV	debugrec_crashed	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	1	3780637	1
56	data12_8TeV	physics_Muons	merge	NTUP_HSG5WH	GP	/atlas/phys-higgs/role=production	72	20323108273	1
1	data12_8TeV	JulieKirk	merge	RAW	GP	/atlas/role=production	14	34086969256	2
4	data12_8TeV	physics_Bphysics	merge	AOD	T0	/atlas/role=production	54	146748527054	3
14	data12_8TeV	physics_EnhancedBias	merge	RAW	T0	/atlas/role=production	300	360988214172	3
168	data12_8TeV	physics_ZeroBias	recon	HIST	AP	/atlas/role=production	379	11738113874	1
1	data12_8TeV	physics_HLTPassthrough	merge	AOD	T0	/atlas/role=production	2	3809030240	4
230	data12_8TeV	physics_IDCosmic	merge	AOD	AP	/atlas/role=production	4	266924915	4
240	data12_8TeV	physics_Muons	merge	AOD	AP	/atlas/role=production	66	604441270995	5
9	data12_8TeV	physics_Egamma	recon	AOD	AP	/atlas/role=production	4539	754560680792	1
2	data12_8TeV	physics_JetTauEtmiss	recon	ESD	AP	/atlas/role=production	2709	7361953450088	1
2	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_MET	AP	/atlas/role=production	110	539682132082	1
4	data12_8TeV	physics_MinBias	recon	NTUP_SCT	GP	/atlas/det-indet/role=production	9	17344148345	1
21	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TAUMEDIUM	GP	/atlas/perf-tau/role=production	277	79405465412	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGCOSTEF	GP	/atlas/role=production	21	2690228	0
2	data12_8TeV	physics_JetCalibDelayed	recon	ESD	T0	/atlas/role=production	304	420788137958	2
382	data12_8TeV	debugrec_hltacc	merge	HIST	AP	/atlas/role=production	1	39689347	1
3	data12_8TeV	physics_EnhancedBias	merge	TAG	T0	/atlas/role=production	1	88848454	12
229	data12_8TeV	physics_IDCosmic	merge	ESD	AP	/atlas/role=production	4	3429766034	1
250	data12_8TeV	physics_MinBias	merge	ESD	AP	/atlas/role=production	47	436011532480	1
4	data12_8TeV	debugrec_hltrej	merge	NTUP_HSG2	AP	/atlas/role=production	1	3635282	1
2	data12_8TeV	debugrec_crashed	merge	log	AP	/atlas/role=production	1	511241	1
236	data12_8TeV	physics_CosmicCalo	recon	AOD	AP	/atlas/role=production	563	4798209625	2
1	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/phys-beauty/role=production	14	7187845	1
4	data12_8TeV	physics_HadDelayed	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	95	114476738169	1
3	data12_8TeV	physics_EnhancedBias	merge	HIST	T0	/atlas/role=production	1	80624191	2
9	data12_8TeV	physics_Egamma	merge	ESD	AP	/atlas/role=production	1045	7675334921251	1
1	data12_8TeV	PowhegPythia8_AU2CT10_DYee_3000M	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	100	18001790771	1
201	data12_8TeV	physics_Muons	merge	DAOD_ZMUMUGAMMA	GP	/atlas/phys-sm/role=production	247	13675174484	2
1	data12_8TeV	physics_JetTauEtmiss	merge	TAG	GP	/atlas/role=production	2	1345476727	1
1	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/det-indet/role=production	7366	13131535705	1
3227	data12_8TeV	physics_Muons	merge	log	GP	/atlas/phys-higgs/role=production	129	1732080007	1
95	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_FASTMON	T0	/atlas/role=production	28	7988364	1
72	data12_8TeV	physics_Egamma	recon	DESD_ZEE	T0	/atlas/role=production	36	87256403444	3
176	data12_8TeV	physics_ZeroBias	merge	HIST	T0	/atlas/role=production	1	173236408	2
72	data12_8TeV	physics_Egamma	recon	DAOD_ZEE	T0	/atlas/role=production	36	7722185086	3
95	data12_8TeV	calibration_PixelBeam	merge	TAG	T0	/atlas/role=production	1	124269752	1
100	data12_8TeV	physics_JetTauEtmiss	merge	HIST	T0	/atlas/role=production	1	409453495	2
74	data12_8TeV	physics_Egamma	merge	DESDM_EGAMMA	T0	/atlas/role=production	34	127252258021	5
165	data12_8TeV	physics_Standby	merge	HIST	T0	/atlas/role=production	1	65752116	2
234	data12_8TeV	physics_Muons	recon	DAOD_ZMUMU	AP	/atlas/role=production	33	19705356783	3
165	data12_8TeV	physics_Standby	merge	RAW	T0	/atlas/role=production	206	47694969198	2
326	data12_8TeV	physics_Egamma	merge	NTUP_SMWZ	GP	/atlas/phys-higgs/role=production	76	321188605373	5
514	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	244	168055556321	2
165	data12_8TeV	physics_Standby	recon	ESD	T0	/atlas/role=production	206	47567464780	1
191	data12_8TeV	express_express	merge	TAG	T0	/atlas/role=production	1	63673249	1
88	data12_8TeV	physics_MinBias	merge	AOD	T0	/atlas/role=production	22	45891743658	4
219	data12_8TeV	physics_ZeroBias	merge	RAW	T0	/atlas/role=production	332	46745796409	2
191	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/phys-sm/role=production	55	137008669	1
85	data12_8TeV	physics_CosmicMuons	merge	RAW	T0	/atlas/role=production	374	3595381673	2
191	data12_8TeV	express_express	recon	ESD	T0	/atlas/role=production	1766	742086498419	2
459	data12_8TeV	physics_IDCosmic	merge	TAG	AP	/atlas/role=production	2	972358	1
180	data12_8TeV	physics_JetCalibDelayed	recon	ESD	AP	/atlas/role=production	381	745459311619	1
95	data12_8TeV	calibration_PixelBeam	recon	ESD	T0	/atlas/role=production	324	1013443538124	1
405	data12_8TeV	physics_Egamma	merge	NTUP_PHOTON	GP	/atlas/perf-egamma/role=production	44	201653291938	4
88	data12_8TeV	physics_MinBias	merge	TAG	T0	/atlas/role=production	1	104026219	11
819	data12_8TeV	physics_Muons	merge	NTUP_SMDYMUMU	GP	/atlas/phys-sm/role=production	42	4401696169	2
291	data12_8TeV	express_express	merge	NTUP_SCT	T0	/atlas/role=production	28	110400972305	2
183	data12_8TeV	debugrec_hltacc	merge	AOD	T0	/atlas/role=production	1	6622773	5
284	data12_8TeV	physics_Muons	merge	NTUP_EMBLLIM	GP	/atlas/phys-higgs/role=production	140	3716355770	3
234	data12_8TeV	physics_Muons	merge	DESDM_RPVLL	T0	/atlas/role=production	38	132857029059	3
494	data12_8TeV	express_express	merge	TAG	AP	/atlas/role=production	2	97549673	1
1995	data12_8TeV	physics_JetTauEtmiss	merge	log	AP	/atlas/role=production	46	32590078	1
473	data12_8TeV	physics_Egamma	merge	TAG	AP	/atlas/role=production	28	1415439910	1
97	data12_8TeV	physics_HadDelayed	merge	log	AP	/atlas/role=production	70	141517030	1
131	data12_8TeV	physics_Egamma	merge	NTUP_TRIG	T0	/atlas/role=production	114	58197388522	1
1145	data12_8TeV	physics_CosmicCalo	merge	HIST	T0	/atlas/role=production	1	147516161	2
286	data12_8TeV	physics_Muons	recon	AOD_EMBHHDN	GP	/atlas/phys-higgs/role=production	140	6879501598	2
244	data12_8TeV	physics_Egamma	merge	AOD	T0	/atlas/role=production	191	442111207553	4
289	data12_8TeV	physics_Egamma	merge	D2AOD_DIPHO	GP	/atlas/phys-higgs/role=production	15	59287911249	2
287	data12_8TeV	physics_Egamma	merge	DAOD_ZEEGAMMA	GP	/atlas/phys-higgs/role=production	3	12550018503	2
252	data12_8TeV	calibration_SCTNoise	daq	RAW	T0	/atlas/role=production	55	3325727807	1
183	data12_8TeV	debugrec_hltacc	recon	ESD	T0	/atlas/role=production	1	49576201	2
1019	data12_8TeV	physics_Muons	merge	NTUP_TOPMU	GP	/atlas/phys-top/role=production	202	126183434806	4
286	data12_8TeV	physics_Muons	recon	AOD_EMBLLIM	GP	/atlas/phys-higgs/role=production	140	6914102677	1
260	data12_8TeV	physics_JetTauEtmiss	merge	DESD_CALJET	T0	/atlas/role=production	96	352586261530	3
33	data12_8TeV	physics_Muons	merge	DAOD_2L2QHSG2	GP	/atlas/phys-higgs/role=production	21	70046642935	1
58	data12_8TeV	physics_L1Calo	merge	AOD	T0	/atlas/role=production	11	23151664351	3
300	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPMU	GP	/atlas/phys-top/role=production	30	37360615093	2
115	data12_8TeV	physics_MinBias	merge	log	GP	/atlas/trig-daq/role=production	17	12530960	1
293	data12_8TeV	physics_JetTauEtmiss	merge	HIST	T0	/atlas/role=production	1	318243208	2
429	data12_8TeV	physics_ZeroBias	merge	NTUP_L1CALO	GP	/atlas/trig-daq/role=production	4	1653847212	1
1	data12_8TeV	physics_Muons	merge	log	GP	/atlas/phys-beauty/role=production	1	535763	1
8	data12_8TeV	physics_Muons	merge	log	GP	/atlas/perf-tau/role=production	80	11771743	1
27	data12_8TeV	debugrec_crashed	merge	NTUP_TRIG	T0	/atlas/role=production	1	2883625	1
679	data12_8TeV	physics_Muons	merge	NTUP_HSG2	GP	/atlas/phys-higgs/role=production	10	29260806304	2
5	data12_8TeV	physics_EnhancedBias	merge	RAW	T0	/atlas/role=production	1932	2639573018396	3
100	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_FASTMON	T0	/atlas/role=production	20	6693503	1
25	data12_8TeV	physics_CosmicMuons	merge	TAG	T0	/atlas/role=production	1	968352	1
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPEL	GP	/atlas/phys-beauty/role=production	660	30007640861	1
5	data12_8TeV	physics_EnhancedBias	recon	log	GP	/atlas/trig-hlt/role=production	1578	2158901485	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGCOSTL2	GP	/atlas/trig-hlt/role=production	1772	2539533726	1
250	data12_8TeV	physics_Background	merge	AOD	AP	/atlas/role=production	6	12581074293	4
43	data12_8TeV	debugrec_hltrej	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	1	63798641	1
205	data12_8TeV	express_express	merge	NTUP_LARNOISE	GP	/atlas/det-larg/role=production	6	513286542	1
228	data12_8TeV	debugrec_hltacc	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	1	3909548	1
688	data12_8TeV	physics_IDCosmic	merge	HIST	AP	/atlas/role=production	3	113245984	1
233	data12_8TeV	physics_ZeroBias	merge	AOD	AP	/atlas/role=production	4	3656625727	4
240	data12_8TeV	physics_Egamma	recon	DRAW_ZEE	AP	/atlas/role=production	2729	42601065689	1
28	data12_8TeV	physics_IDCosmic	merge	NTUP_TRIG	T0	/atlas/role=production	6	191042660	1
357	data12_8TeV	physics_Muons	merge	NTUP_JETMETWZ	GP	/atlas/perf-jets/role=production	4	11843415610	1
2	data12_8TeV	express_express	merge	NTUP_MINBIAS	T0	/atlas/role=production	40	78985600489	1
81	data12_8TeV	physics_HadDelayed	recon	log	AP	/atlas/role=production	1515	4440027879	1
79	data12_8TeV	physics_HadDelayed	recon	DESDM_TRACK	AP	/atlas/role=production	1400	2102723062	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_ENHBIAS	GP	/atlas/trig-daq/role=production	717	289261740	1
79	data12_8TeV	physics_HadDelayed	recon	DESD_CALJET	AP	/atlas/role=production	1400	110696383358	1
377	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	93	278115554983	1
697	data12_8TeV	physics_ZeroBias	merge	HIST	AP	/atlas/role=production	3	365659945	1
2	data12_8TeV	physics_L1MinBias	merge	RAW	T0	/atlas/role=production	19	25803296446	2
1	data12_8TeV	physics_L1Calo	recon	HIST_HLTMONEF	GP	/atlas/role=production	609	1601504435	1
25	data12_8TeV	physics_CosmicMuons	recon	ESD	T0	/atlas/role=production	188	2870884345	2
1	data12_8TeV	McAtNloJimmy_CT10_ttbar_LeptonFilter	merge	log	GP	/atlas/trig-daq/role=production	295	748952863	1
4	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_COMMON	GP	/atlas/phys-susy/role=production	2046	622511002126	1
5	data12_8TeV	physics_HadDelayed	merge	TAG	T0	/atlas/role=production	3	520188836	10
2	data12_8TeV	physics_Muons	merge	NTUP_TRIGBJET	GP	/atlas/phys-susy/role=production	145	11885847682	1
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TRIGBJET	GP	/atlas/phys-susy/role=production	167	193907223028	1
2	data12_8TeV	physics_Egamma	merge	NTUP_SMWZ	GP	/atlas/phys-susy/role=production	142	294700968773	1
2	data12_8TeV	physics_Egamma	merge	NTUP_TAU	GP	/atlas/phys-susy/role=production	142	436350718911	1
249	data12_8TeV	physics_JetTauEtmiss	merge	DESD_CALJET	AP	/atlas/role=production	39	204954243646	5
